I: epsilon = 0.6 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 FIND 906086 2.33209 119026963 1.20294
I: epsilon = 0.15 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 4.10983 21444267 1.08363
TodoList2 FIND 906086 2.29803 118713323 1.19977
I: epsilon = 0.14 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 4.43907 21231654 1.07289
TodoList2 FIND 906086 2.22021 113665826 1.14876
I: epsilon = 0.13 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 4.45912 21088960 1.06568
TodoList2 FIND 906086 2.25394 108620783 1.09777
I: epsilon = 0.12 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 4.69885 20951645 1.05874
TodoList2 FIND 906086 2.2151 109340570 1.10505
I: epsilon = 0.11 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 4.95859 20834136 1.0528
TodoList2 FIND 906086 2.23116 108722612 1.0988
I: epsilon = 0.1 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 5.40735 20671989 1.0446
TodoList2 FIND 906086 2.33052 109949727 1.1112
I: epsilon = 0.09 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 5.92139 20505163 1.03617
TodoList2 FIND 906086 2.30818 113410297 1.14618
I: epsilon = 0.08 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 6.52149 20333870 1.02752
TodoList2 FIND 906086 2.35523 113039320 1.14243
I: epsilon = 0.07 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 6.5854 20213634 1.02144
TodoList2 FIND 906086 2.23904 108569670 1.09726
I: epsilon = 0.06 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 7.18207 20118691 1.01665
TodoList2 FIND 906086 2.21892 104428666 1.05541
I: epsilon = 0.05 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 8.13923 19998453 1.01057
TodoList2 FIND 906086 2.24918 104573281 1.05687
I: epsilon = 0.04 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 9.68683 19855979 1.00337
TodoList2 FIND 906086 2.22659 104372460 1.05484
I: epsilon = 0.03 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 11.4224 19714917 0.996242
TodoList2 FIND 906086 2.2056 108692816 1.0985
I: epsilon = 0.02 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 16.1839 19547897 0.987802
TodoList2 FIND 906086 2.20512 104903377 1.0602

